249	65472	27
0	64	0
1	64	0
2	64	1
3	64	2
4	64	3
5	64	4
6	64	6
7	64	7
8	64	9
9	64	11
10	64	13
11	64	15
12	64	17
13	64	19
14	64	18
15	64	18
16	64	18
17	64	20
18	64	22
19	64	24
20	64	26
21	64	27
22	64	29
23	64	31
24	64	32
25	64	34
26	64	35
27	64	37
28	64	39
29	64	40
30	64	42
31	64	44
32	64	45
33	64	47
34	64	49
35	64	50
36	64	52
37	64	54
38	64	56
39	64	58
40	64	60
41	64	63
42	64	65
43	64	67
44	64	70
45	64	72
46	64	74
47	64	77
48	64	80
49	64	82
50	64	85
51	64	88
52	64	91
53	64	94
54	64	97
55	64	100
56	64	103
57	64	106
58	64	109
59	64	112
60	64	115
61	64	118
62	64	121
63	64	125
64	64	128
65	64	131
66	64	134
67	64	137
68	64	141
69	64	144
70	64	147
71	64	150
72	64	153
73	64	156
74	64	159
75	64	162
76	64	165
77	64	168
78	64	170
79	64	173
80	64	176
81	64	179
82	64	182
83	64	185
84	64	188
85	64	191
86	64	194
87	64	197
88	64	200
89	64	203
90	64	205
91	64	208
92	64	211
93	64	214
94	64	217
95	64	219
96	64	222
97	64	225
98	64	228
99	64	231
100	64	233
101	64	236
102	64	239
103	64	242
104	64	245
105	64	247
106	64	250
107	64	253
108	64	256
109	64	259
110	64	261
111	64	264
112	64	267
113	64	270
114	64	273
115	64	276
116	64	279
117	64	281
118	64	284
119	64	287
120	64	290
121	64	293
122	64	296
123	64	299
124	64	302
125	64	305
126	64	308
127	64	311
128	64	313
129	64	316
130	64	319
131	64	322
132	64	325
133	64	328
134	64	331
135	64	334
136	64	337
137	64	340
138	64	343
139	64	346
140	64	349
141	64	351
142	64	354
143	64	357
144	64	360
145	64	363
146	64	366
147	64	369
148	64	372
149	64	375
150	64	378
151	64	381
152	64	383
153	64	386
154	64	389
155	64	392
156	64	395
157	64	398
158	64	401
159	64	404
160	64	407
161	64	409
162	64	412
163	64	415
164	64	418
165	64	421
166	64	424
167	64	427
168	64	430
169	64	432
170	64	435
171	64	438
172	64	441
173	64	444
174	64	447
175	64	450
176	64	453
177	64	455
178	64	458
179	64	461
180	64	464
181	64	467
182	64	470
183	64	473
184	64	476
185	64	478
186	64	480
187	64	483
188	64	486
189	64	489
190	64	492
191	64	495
192	64	498
193	64	501
194	64	504
195	64	507
196	64	509
197	64	512
198	64	515
199	64	518
200	64	521
201	64	524
202	64	527
203	64	530
204	64	533
205	64	536
206	64	538
207	64	540
208	64	543
209	64	546
210	64	549
211	64	552
212	64	555
213	64	558
214	64	561
215	64	564
216	64	567
217	64	569
218	64	572
219	64	575
220	64	578
221	64	581
222	64	584
223	64	587
224	64	590
225	64	592
226	64	595
227	64	598
228	64	601
229	64	604
230	64	607
231	64	610
232	64	613
233	64	615
234	64	618
235	64	621
236	64	624
237	64	627
238	64	630
239	64	633
240	64	636
241	64	638
242	64	641
243	64	644
244	64	647
245	64	650
246	64	653
247	64	656
248	64	659
