0	0	0
0	64	0
1	64	0
2	64	1
3	64	2
4	64	3
5	64	4
6	64	5
7	64	7
8	64	9
9	64	10
10	64	12
11	64	14
12	64	16
13	64	18
14	64	20
15	64	21
16	64	23
17	64	25
18	64	27
19	64	29
20	64	30
21	64	32
22	64	34
23	64	35
24	64	37
25	64	39
26	64	40
27	64	42
28	64	44
29	64	45
30	64	47
31	64	49
32	64	50
33	64	52
34	64	54
35	64	56
36	64	58
37	64	59
38	64	61
39	64	64
40	64	66
41	64	68
42	64	70
43	64	72
44	64	74
45	64	77
46	64	79
47	64	82
48	64	84
49	64	87
50	64	90
51	64	93
52	64	95
53	64	98
54	64	101
55	64	104
56	64	107
57	64	110
58	64	113
59	64	117
60	64	116
61	64	115
62	64	115
63	64	112
64	64	115
65	64	118
66	64	121
67	64	125
68	64	128
69	64	131
70	64	134
71	64	137
72	64	140
73	64	139
74	64	140
75	64	143
76	64	146
77	64	149
78	64	152
79	64	155
80	64	158
81	64	161
82	64	164
83	64	167
84	64	170
85	64	173
86	64	176
87	64	179
88	64	181
89	64	184
90	64	187
91	64	190
92	64	193
93	64	196
94	64	198
95	64	201
96	64	204
97	64	207
98	64	210
99	64	212
100	64	215
101	64	218
102	64	221
103	64	224
104	64	227
105	64	229
106	64	232
107	64	235
108	64	238
109	64	241
110	64	244
111	64	246
112	64	249
113	64	252
114	64	255
115	64	258
116	64	261
117	64	264
118	64	267
119	64	270
120	64	273
121	64	276
122	64	279
123	64	281
124	64	284
125	64	287
126	64	290
127	64	293
128	64	296
129	64	299
130	64	302
131	64	305
132	64	308
133	64	311
134	64	314
135	64	317
136	64	320
137	64	323
138	64	325
139	64	328
140	64	331
141	64	334
142	64	337
143	64	340
144	64	343
145	64	346
146	64	349
147	64	352
148	64	355
149	64	358
150	64	360
151	64	363
152	64	366
153	64	369
154	64	372
155	64	375
156	64	378
157	64	381
158	64	384
159	64	387
160	64	389
161	64	392
162	64	395
163	64	398
164	64	401
165	64	404
166	64	407
167	64	410
168	64	412
169	64	415
170	64	418
171	64	421
172	64	424
173	64	427
174	64	430
175	64	433
176	64	436
177	64	439
178	64	442
179	64	444
180	64	447
181	64	450
182	64	453
183	64	456
184	64	459
185	64	462
186	64	465
187	64	468
188	64	470
189	64	473
190	64	476
191	64	479
192	64	482
193	64	485
194	64	488
195	64	491
196	64	494
197	64	497
198	64	499
199	64	502
200	64	505
201	64	508
202	64	511
203	64	514
204	64	517
205	64	520
206	64	523
207	64	526
208	64	528
209	64	531
210	64	534
211	64	537
212	64	540
213	64	543
214	64	546
215	64	549
216	64	552
217	64	554
218	64	557
219	64	560
220	64	563
221	64	566
222	64	569
223	64	572
224	64	575
225	64	577
226	64	580
227	64	583
228	64	586
229	64	589
230	64	592
231	64	595
232	64	598
233	64	601
234	64	604
235	64	607
236	64	609
237	64	612
238	64	615
239	64	618
240	64	621
241	64	624
242	64	627
243	64	630
244	64	633
245	64	636
246	64	638
247	64	641
248	64	644
